NAME	DESCRIPTION	A54933	A54934	A54935	A54936	A54937	A54938
AGRP	na	0.4459	0.2457	0.538	0.3392	0.2539	0.0193
ATP6V1B2	na	35.0422	36.6894	32.5853	53.6596	51.3245	53.6899
EPS15L1	na	18.4942	18.3146	19.3215	21.0571	21.2108	19.5497
CBFA2T3	na	26.7486	24.1226	28.1344	26.1347	23.6742	20.9954
MVD	na	71.8201	69.1062	73.8111	75.3387	65.1181	70.5163
CYBA	na	458.6846	482.6314	432.3834	481.5942	440.6277	516.0506
ATP7B	na	0.3193	0.2063	0.2544	0.2521	0.2481	0.1825
CDT1	na	108.0695	106.7618	98.1512	88.7088	71.5374	79.7706
SNAI3	na	0.8361	1.0208	0.565	0.6108	0.5914	0.6164
APRT	na	200.5088	216.2427	174.6612	201.3234	157.7649	188.6027
GTPBP3	na	9.5216	9.6796	8.6581	8.3601	7.42	8.1498
CCDC124	na	69.819	80.3114	69.5115	67.9973	55.7487	69.7835
ABHD8	na	21.8889	17.8948	18.3489	15.5086	17.9738	15.7862
C19orf57	na	1.183	0.8387	1.5498	0.945	1.3054	1.0013
FBXW9	na	4.807	4.8301	4.6265	4.4769	4.7069	4.7535
CERS4	na	5.7558	5.2363	5.9328	4.5784	5.0296	4.3807
NUTF2	na	6.5544	7.5021	6.3868	6.1216	4.3079	5.2796
VDAC3	na	36.5817	40.6476	39.4866	35.5405	31.7741	36.5689
PPP2CB	na	85.9965	90.5734	88.0529	84.9337	82.6293	84.1584
SPIRE2	na	0.3292	0.401	0.4778	0.306	0.3097	0.3453
VAC14	na	30.8757	34.6482	30.2331	30.8983	24.9023	29.7363
SUGP1	na	27.0761	26.8037	26.7177	25.0641	24.6465	24.6603
EVI5L	na	2.6905	2.2817	2.995	2.9252	3.4515	3.1182
SNAPC2	na	30.8762	28.2063	28.4056	28.13	29.3154	27.1933
MLKL	na	29.0266	30.3333	26.3561	27.1621	26.1179	25.8572
PODNL1	na	0.8466	0.7291	0.8171	2.5731	2.4634	2.5171
ADGRL1	na	4.8134	4.9745	5.7946	4.0984	3.4865	3.7212
GFOD2	na	1.9985	1.59	1.9726	1.4564	1.5169	1.5503
ENKD1	na	35.4581	36.3439	33.1704	25.4061	22.8015	25.755
C16orf86	na	0.207	0.1028	0.2385	0.0884	0.0529	0.063
ATP6V0D1	na	136.9014	130.2901	131.3358	147.3766	139.1699	144.7986
RNF170	na	2.4829	2.588	2.7539	2.8046	2.909	2.6573
MCEMP1	na	8.0477	11.0483	5.9777	8.6554	9.7595	11.8473
PIEZO1	na	13.9569	15.9413	13.6607	14.1473	11.3318	13.1379
RNF166	na	49.6277	44.1952	51.0474	44.222	41.8451	43.646
CMC2	na	8.7316	9.5194	8.1962	7.192	5.7985	6.9404
NOL3	na	0.3194	0.2258	0.4774	0.4622	0.6204	0.4547
FHOD1	na	11.935	12.0084	15.0598	9.4238	8.9516	9.1179
SLC9A5	na	2.3353	2.8072	2.6236	2.5559	2.5208	2.3276
ELMO3	na	1.436	1.5855	1.6039	1.896	1.5407	1.7299
KIAA0895L	na	4.0743	4.2983	3.971	3.9321	4.6049	3.79
TPPP3	na	0.9273	1.2346	0.9894	1.1341	1.2637	1.7612
TMEM208	na	30.4445	35.3865	32.7919	25.9627	21.2124	25.5381
E2F4	na	98.9799	109.012	98.519	103.5385	88.0297	96.8528
NAF1	na	9.2633	9.1221	9.5583	10.1445	9.0429	8.8203
TRAPPC2L	na	55.5778	67.305	56.8155	61.5526	55.016	65.8889
ACSF3	na	12.1292	12.3788	11.4254	10.8984	9.7397	10.1522
DDX19A	na	26.8814	25.6799	25.6979	24.6073	23.956	22.8139
GALNS	na	25.3216	25.3296	22.8788	27.066	27.3929	26.9187
GOLGA7	na	26.2926	25.8501	26.0725	26.9977	25.2342	26.0981
LPL	na	7.9191	12.4142	8.1763	71.2251	59.1226	81.3127
FNTA	na	32.9754	32.7433	32.6278	33.6486	34.0402	35.2019
ZC3H18	na	11.4894	11.681	11.4668	10.9938	10.144	10.1081
SLC12A4	na	6.5326	7.1744	6.4998	7.5135	6.988	7.9524
ACSL1	na	6.2555	6.3986	5.9241	5.8512	5.5393	5.5131
ISYNA1	na	96.1136	102.7932	94.6249	89.3591	75.3098	84.3516
MAP1S	na	34.4027	37.6045	35.6295	34.9214	30.4109	31.8294
C19orf53	na	129.7045	154.051	132.206	136.4843	112.2081	142.8809
FKBP8	na	86.554	86.9268	85.9661	81.25	75.8723	81.0607
GIPC1	na	49.3154	50.4974	48.1924	46.6649	42.703	46.264
XAB2	na	27.1817	27.0187	26.0155	23.9824	23.5844	23.4115
RAB4A	na	8.5376	8.2103	9.2648	10.8835	11.2793	10.6619
SLC35E1	na	16.392	17.4762	15.5955	16.1231	15.377	16.2691
CALR3	na	1.8991	1.1372	1.8124	1.5383	2.0266	1.5454
SHCBP1	na	13.372	15.063	13.8767	13.2638	12.0459	11.8385
MSR1	na	8.6927	11.966	8.0964	7.1451	5.1408	8.1042
BANP	na	4.4129	4.0559	4.1635	3.5294	3.5295	3.5136
CA5A	na	0.2765	0.1676	0.1327	0.0492	0.0719	0.0187
TMEM192	na	41.1411	45.4731	40.2898	49.543	46.9599	52.2812
TMA16	na	5.856	6.8679	5.8842	6.4472	4.7019	6.0236
ITGB1	na	51.9971	51.723	57.9859	68.4459	74.5761	69.1836
NRP1	na	4.3551	6.2995	4.1001	3.4945	2.914	3.5239
CLN8	na	6.243	7.3001	6.0397	9.1508	8.718	9.8425
PSD3	na	0.5214	0.4001	0.522	0.3879	0.5007	0.4346
ATP11A	na	4.536	5.2768	4.7236	4.3457	4.4635	4.6441
MCF2L	na	1.9955	1.796	2.6623	1.1045	1.5414	1.1444
F7	na	16.6907	23.2287	15.5282	6.3085	6.5809	6.0373
F10	na	47.664	48.642	47.1231	34.2225	43.9196	41.3849
CUL4A	na	16.322	15.2527	16.0648	14.8675	16.0832	14.301
LAMP1	na	350.352	349.0818	349.173	386.7589	397.7339	416.6841
GAS6	na	1.7266	1.6508	1.9006	2.5203	2.3366	3.3069
RASA3	na	54.9078	48.8867	63.3059	47.2215	52.9178	44.4774
COPRS	na	6.8606	8.946	7.4445	7.4574	4.4425	6.9977
AGPAT5	na	8.9015	9.4099	9.0638	8.6413	7.6095	8.378
NEK3	na	1.1777	1.1873	1.1471	1.579	1.4949	1.5241
VPS36	na	19.331	19.271	18.2087	19.8092	19.4689	19.0692
THSD1	na	2.2947	1.8903	2.1007	3.8152	4.1934	3.6191
SLC25A15	na	4.8407	5.0955	4.9708	4.909	4.1718	4.5793
ERLIN2	na	12.6558	12.5878	12.9553	13.2143	14.5622	12.3511
PLPBP	na	10.8527	11.2623	10.907	10.6497	9.9957	9.468
BRF2	na	11.6085	11.2316	11.0926	11.6458	11.1644	11.0985
RAB11FIP1	na	2.6648	2.5653	2.2886	3.1715	2.9633	3.3023
EIF4EBP1	na	335.0195	311.3654	306.6692	320.9466	291.555	312.6255
TNFSF13B	na	0.7857	0.763	0.3884	2.6546	2.4221	2.7246
COL4A1	na	7.3008	5.5351	7.5755	9.9552	12.7435	9.6261
COL4A2	na	7.6205	5.9459	8.166	9.7497	12.1187	10.2616
RAB20	na	10.1379	9.9454	8.9655	12.8424	9.7927	12.4816
NAXD	na	29.1335	27.8258	26.9347	26.6779	23.6346	25.0306
ANKRD10	na	22.8997	23.475	22.3352	19.2545	14.7798	16.6194
ARHGEF7	na	8.2554	8.8441	9.4267	10.1852	9.3958	9.9026
LEPROTL1	na	32.8077	29.5822	31.9273	29.9797	30.5917	30.0412
DCTN6	na	22.2089	21.006	22.0573	18.4972	19.1805	18.1861
VEGFC	na	1.0321	1.2034	1.1849	1.3161	1.3644	1.5809
AGA	na	14.4648	15.0122	15.3238	14.0096	16.3529	14.4084
DLC1	na	0.1268	0.0755	0.0987	0.1854	0.3131	0.1899
ERI1	na	12.1002	12.8513	12.8672	13.2028	12.8673	12.9695
TNKS	na	5.0767	4.8571	5.6891	4.6055	6.2916	4.9331
DUSP4	na	3.9868	4.1271	4.3559	2.8428	2.6374	2.5901
SARAF	na	109.7418	98.1598	107.9288	103.1738	114.3513	103.2557
MRPS31	na	14.2926	13.9864	13.3327	13.1515	12.9844	12.6712
SMIM19	na	14.7106	12.7055	12.654	11.4283	10.684	11.0254
POLB	na	11.4384	12.2492	12.7386	11.3121	13.7514	13.8367
IKBKB	na	5.4828	5.9206	5.8575	5.4095	4.7842	5.0275
AP3M2	na	2.3977	2.0925	2.3562	2.8627	2.9813	3.0655
KAT6A	na	6.5453	6.3554	6.7457	7.105	8.317	6.9943
GPAT4	na	24.8459	28.4503	22.9706	26.4114	22.5956	24.5687
GINS4	na	45.2113	46.7738	40.8036	37.8982	34.0404	37.4426
IDO2	na	0.0184	0.028	0.0364	0.1508	0.1431	0.1994
ADAM9	na	12.1041	13.1686	13.1705	20.4123	23.2914	23.8849
TM2D2	na	65.5611	63.6497	63.6829	68.5313	75.6242	77.4018
PLEKHA2	na	17.1176	14.821	16.0305	18.6408	26.8054	21.1447
DCTD	na	13.6861	14.648	13.8683	12.804	10.6987	10.7955
WWC2	na	5.0306	4.8626	5.1914	6.0809	6.4171	5.9507
FGFR1	na	0.5128	0.4967	0.653	0.6802	1.1653	0.8686
RWDD4	na	11.7009	12.1386	11.2273	11.1206	10.5182	10.5257
PLPP5	na	26.0481	31.9476	24.7963	20.8292	16.9796	20.0576
STAR	na	0.2727	0.4395	0.3512	0.4024	0.3313	0.3114
ASH2L	na	16.6632	18.3502	17.3216	15.4462	14.3208	15.0328
TTI2	na	5.3169	5.5068	5.7835	5.1935	4.6892	4.6035
MAK16	na	41.319	46.0487	43.6125	45.5411	35.9147	38.9353
WRN	na	6.3932	5.6488	6.9264	7.4216	9.4945	8.0908
GSR	na	59.7722	65.2536	59.9959	70.8439	73.1703	76.4824
GTF2E2	na	28.0198	28.101	29.0333	26.5141	31.7421	27.556
RBPMS	na	38.1099	31.357	35.4278	35.3756	35.4476	33.6672
ASAH1	na	39.6435	39.1736	39.1663	54.3894	60.4074	58.093
PCM1	na	6.8513	7.2721	7.4015	7.3478	8.2258	7.0896
PDGFRL	na	0.0699	0.0957	0.1058	0.1084	0.0205	0.1139
SLC7A2	na	0.3629	0.4628	0.4826	0.1629	0.1629	0.1951
VPS37A	na	3.6226	3.8498	4.4398	4.2874	4.6501	4.6723
CNOT7	na	8.8253	9.292	9.728	10.3246	10.2633	10.172
MSMO1	na	22.1712	21.3123	26.6402	26.5579	24.8551	24.2318
KLHL2	na	10.4868	11.1457	10.315	10.9247	11.9834	11.3427
GALNT7	na	5.7999	6.1166	6.0367	9.8628	11.7247	11.6784
SAP30	na	37.0137	40.3251	31.6109	36.5473	40.3133	41.2324
SCRG1	na	0.1102	0.1601	0.1417	0.0842	0.3201	0.3089
HPGD	na	1.3277	2.1887	2.4148	0.5634	0.5785	0.4882
TMEM184C	na	7.4416	8.7331	8.4979	9.3376	8.2246	7.7697
SIN3B	na	39.0901	37.1265	38.6998	36.818	35.7557	36.8783
IRF2	na	31.8228	28.0722	31.6087	38.8219	53.6172	41.9591
CASP3	na	49.7221	44.6315	54.1166	50.1343	60.2346	51.5634
CENPU	na	4.8421	4.7127	4.7408	3.7532	3.1095	3.7248
CFAP97	na	6.8106	6.3735	6.9205	6.168	7.9438	6.3819
SLC25A4	na	76.2715	79.8024	69.8301	87.8864	85.3081	94.9024
UFSP2	na	29.5907	30.9411	29.227	29.0401	32.9684	31.4964
TLR3	na	0.1184	0.2637	0.2707	0.9091	1.1828	1.3712
CBR4	na	4.6612	4.9983	4.8299	4.3291	5.0647	4.1934
SH3RF1	na	0.8845	0.8585	0.7722	0.827	0.8169	0.76
NEK1	na	2.4288	2.2163	2.343	2.1932	3.0228	2.2196
MFAP3L	na	3.4589	2.4518	5.6586	2.002	2.4038	2.1703
N4BP1	na	12.1688	13.0673	12.5506	20.7399	18.8198	21.806
HEATR3	na	11.3966	13.6572	12.3005	11.6026	9.5077	11.2875
ADCY7	na	20.4047	21.723	22.3375	26.573	26.0376	26.0623
BRD7	na	17.6694	18.7853	18.6491	16.7823	15.8918	16.5491
SNX20	na	55.5046	55.7916	50.0248	70.0946	72.3261	75.6169
RBL2	na	9.7757	8.4981	10.1646	9.7358	13.1681	10.0155
AKTIP	na	4.2079	3.2003	3.8137	4.3088	4.4021	4.3275
GINS3	na	5.2684	6.2804	5.7226	4.584	4.6174	4.4466
SETD6	na	6.8769	9.4394	7.9142	6.4367	6.0512	6.6662
GOT2	na	85.6155	88.0634	75.4544	74.0274	68.2553	70.2376
CDH11	na	0.1394	0.1242	0.1568	0.1293	0.1179	0.1237
SMAD1	na	2.9949	2.9517	3.1855	4.4138	4.8972	4.5232
LSM6	na	12.949	15.4508	13.6269	11.598	10.3732	11.2847
SLC10A7	na	9.9805	9.7682	10.007	9.2538	9.2196	9.0836
TNPO2	na	18.2176	21.5527	20.0259	19.4722	18.9703	17.4772
VPS35	na	46.2495	44.1117	49.3267	52.0851	56.0353	51.2413
ORC6	na	29.1841	32.7566	29.1244	26.6948	20.813	24.2616
MYLK3	na	1.8319	1.3454	2.8662	1.6193	2.1361	1.8167
GPT2	na	7.8985	6.4486	7.2391	6.5114	4.7548	4.7923
DNAJA2	na	65.6043	64.8897	62.6852	66.0826	60.6929	62.4896
ITFG1	na	22.2063	20.7943	23.0198	22.8268	24.541	23.4662
RFX1	na	9.6139	10.1179	10.0631	9.5187	9.1054	9.153
TECR	na	322.4378	316.4351	322.992	276.626	246.7857	265.7977
TBC1D9	na	1.3424	1.9671	1.2091	2.7502	2.5597	2.9681
ZNF330	na	46.1954	45.8005	43.6798	45.9631	48.7432	43.9818
IL15	na	8.8046	8.2493	8.9148	7.3756	12.2368	8.8568
GAB1	na	2.2553	1.9205	2.3192	2.7733	4.57	3.4751
SMARCA5	na	5.5545	5.4319	5.5729	5.9538	6.2991	5.5931
HPR	na	427.7735	513.3026	367.8021	406.9361	404.5607	498.2737
TXNL4B	na	8.9536	9.8926	9.1654	8.5347	8.7165	8.0901
ZNF821	na	5.3006	5.6751	4.8435	7.2048	7.5832	8.0254
IST1	na	45.4533	48.2821	46.3672	48.9454	53.3972	50.6655
DHODH	na	6.8731	6.9376	6.1335	5.3236	4.8761	5.1786
AP1G1	na	11.9448	12.2631	12.5801	14.8249	15.6021	14.3919
PHLPP2	na	1.008	1.2831	1.2132	1.1808	1.1667	1.3135
MMP2	na	0.5418	0.2375	0.4462	0.8147	0.7419	0.9083
ST3GAL2	na	10.2631	8.5561	11.3416	11.2607	13.1518	11.508
AMFR	na	36.5896	35.332	36.9237	37.4412	38.3321	37.7209
COG4	na	14.0312	14.7614	13.2028	14.1414	15.1182	14.3352
NUDT21	na	6.7141	6.1814	6.7689	6.2948	7.1455	6.2457
BBS2	na	2.4652	2.5943	2.5363	2.6932	2.5588	2.1881
CENPN	na	16.1568	18.5646	16.1017	14.3211	11.6848	12.2571
CDYL2	na	1.6328	1.9082	1.716	1.5931	1.5779	1.4745
MT3	na	1.5614	1.4372	2.046	1.5318	1.3056	1.4132
MT1X	na	1796.9872	1418.9322	1565.7925	1931.3824	2468.3794	2051.7195
NUDT7	na	7.1698	7.3639	8.1102	7.089	8.0975	6.9317
HERPUD1	na	66.1108	63.4661	64.4443	72.2724	52.7232	62.8079
FAM192A	na	42.4279	44.664	42.9519	40.4927	36.3009	38.6931
ARL2BP	na	40.3669	40.3449	41.3751	39.2358	37.6399	39.3843
CX3CL1	na	0.5852	0.521	0.5318	1.0171	0.9992	1.2219
CCL22	na	0.224	0.311	0.1706	0.4309	0.5792	0.9246
CCL17	na	0.3665	0.6398	0.6699	0.2482	0.2505	0.5187
CIAPIN1	na	12.8105	13.9362	12.5055	10.8902	9.2388	10.5613
COQ9	na	32.7213	31.4827	30.6618	26.8648	29.2588	25.8629
POLR2C	na	29.7619	30.1209	26.173	26.5665	22.3774	24.4333
ADGRG1	na	303.7859	222.5402	319.9812	313.2026	401.3721	299.7718
DRC7	na	2.2093	1.4489	2.0831	1.9022	1.9906	1.4397
KATNB1	na	18.6441	20.1682	18.2363	14.9912	14.3557	14.4818
KIFC3	na	0.7687	1.0711	0.6329	0.8453	0.5899	0.8591
CNGB1	na	0.3363	0.2961	0.5314	0.3265	0.4318	0.3289
TMEM38A	na	3.7263	3.4064	3.5091	4.739	5.0517	4.7514
USB1	na	17.6076	17.1605	17.4058	17.3914	17.7667	17.1427
CFAP20	na	44.9097	46.8882	45.5437	41.5127	40.5354	41.9473
B3GNT3	na	1.8519	1.496	1.3096	4.4682	5.0988	5.2529
JAK3	na	44.3431	44.909	47.6057	49.2969	57.51	51.3843
PGLS	na	104.3709	97.0629	95.8445	77.9089	76.9734	79.5724
SLC27A1	na	12.7994	13.7681	12.4634	15.4826	16.4297	16.1838
MAP1LC3B	na	25.8444	23.8873	25.747	25.5058	25.8286	25.9778
MVB12A	na	110.6901	110.7089	105.7168	107.1724	105.9908	111.4333
MTHFSD	na	5.5251	5.968	5.8564	4.79	4.1925	4.7834
COX4I1	na	382.8955	391.3868	348.1398	333.0228	310.3046	352.9044
EMC8	na	10.2907	11.3924	10.0687	10.2681	7.1305	9.1692
BABAM1	na	105.7109	104.9373	99.8893	94.9139	87.4122	93.958
GINS2	na	11.9267	12.917	10.9808	10.4899	7.8629	9.7685
GSE1	na	24.7397	21.8422	28.6115	25.5953	28.1969	25.398
ZDHHC7	na	14.8373	15.4035	14.2475	14.9967	14.5959	15.5373
KIAA0513	na	2.153	2.4752	2.1134	2.5797	2.3671	2.6431
CRISPLD2	na	0.981	0.7885	0.5777	0.4278	0.5237	0.3712
USP10	na	15.5161	17.2441	15.8094	16.1662	14.3211	15.4101
COTL1	na	234.1744	218.8592	227.8491	255.0232	252.3604	276.5244
KLHL36	na	7.9079	7.1374	8.1149	7.419	8.917	8.2086
TAF1C	na	9.9798	11.6089	10.1431	9.1517	7.5293	8.5659
MAST3	na	32.7022	35.0621	35.9718	31.6347	31.1431	30.0723
MBTPS1	na	31.1607	31.5573	30.3913	32.2716	30.3815	30.7208
HSBP1	na	88.8086	86.3605	89.2081	100.4344	105.8552	109.051
RAB3A	na	3.247	2.8385	3.2913	2.8224	3.0728	3.0154
PDE4C	na	0.2395	0.2341	0.2115	0.2135	0.217	0.1822
MPHOSPH6	na	22.904	24.2623	23.5613	22.085	21.16	22.1371
BCO1	na	1.5437	1.5033	2.7304	1.608	2.1339	1.9931
ST3GAL4	na	31.5716	34.1779	31.8064	33.9828	36.3939	36.7099
DCPS	na	59.1145	59.415	56.5603	54.139	54.6244	52.6848
TIRAP	na	3.5162	3.7094	3.28	9.2582	9.1856	9.2873
SRPRA	na	46.9936	52.3326	49.509	50.3265	47.1549	47.1751
RPUSD4	na	13.0198	12.9626	12.2828	12.0331	11.8132	11.2329
ACAT1	na	29.9675	27.3255	29.7544	27.2343	27.6317	25.2195
RDX	na	22.1261	21.0669	22.2965	24.2461	25.1019	23.3447
FDX1	na	20.9794	20.9602	19.1128	20.1078	19.6354	20.087
PPP2R1B	na	8.6079	9.3602	8.875	9.0845	7.7434	7.9152
ALG9	na	11.0912	10.9712	10.6754	11.2261	10.8141	10.2116
CRYAB	na	0.6796	0.5646	0.6835	0.7286	0.462	0.7532
C11orf52	na	0.0541	0.3111	0.3925	0.1898	0.2453	0.2253
BCO2	na	1.2804	1.5383	1.2025	2.2924	3.3701	3.1557
PTS	na	50.1907	48.79	52.5446	48.625	52.3984	47.7879
CADM1	na	0.2116	0.2689	0.2311	0.7697	0.7864	0.9555
BUD13	na	7.0279	6.5083	6.2777	5.8409	5.9577	5.7259
ZPR1	na	25.8855	29.0119	26.7953	26.1271	22.0647	23.9392
BACE1	na	10.3846	10.2594	10.0051	4.7199	5.8669	4.7064
IL10RA	na	25.0478	21.1367	24.9373	29.6293	46.628	35.6587
ARCN1	na	29.2935	29.5241	30.5448	32.0405	33.4529	31.7509
DDX6	na	25.9264	24.6769	27.915	26.4231	28.6811	26.7822
DDX25	na	0.3406	0.4375	0.9068	0.2462	0.3064	0.3266
PUS3	na	4.3004	5.0162	5.9099	5.012	5.3074	4.4917
PDZD3	na	0.1296	0.2775	0.1664	0.0927	0.16	0.093
NLRX1	na	9.0856	8.8817	9.3099	7.9194	8.0669	8.3349
TRAPPC4	na	56.6809	58.8658	53.1267	52.158	46.4439	50.939
CHEK1	na	3.863	4.4948	4.285	3.9398	3.1516	3.4895
SLC37A4	na	31.2009	30.9145	30.6135	23.9173	27.1622	24.5982
HYOU1	na	28.0487	35.974	28.9665	27.6339	25.2656	26.9838
STT3A	na	39.5469	44.7391	41.2782	40.7355	40.178	37.8465
HINFP	na	8.1713	9.107	8.1109	7.4444	7.3873	6.8823
C2CD2L	na	4.6687	4.9023	4.0941	3.9769	4.3839	4.3124
TMEM218	na	7.3336	6.5724	6.7834	5.9909	6.6258	6.2809
SLC37A2	na	1.5893	2.3843	1.698	6.2419	6.4594	7.8463
DPAGT1	na	60.7899	63.7781	57.3916	54.4546	51.9562	50.6664
ROBO4	na	0.1227	0.1032	0.158	0.1557	0.1406	0.192
HMBS	na	40.061	42.4964	42.4268	36.669	35.3319	36.6144
VPS11	na	20.2486	21.4722	19.4612	21.4796	22.4569	21.4585
ROBO3	na	1.4979	1.7677	2.7369	1.4161	1.2868	1.2669
MCAM	na	0.2786	0.2823	0.2467	0.3174	0.555	0.4782
PIN1	na	22.8024	24.0891	20.7856	20.8129	16.8498	19.6239
ICAM5	na	0.0951	0.0731	0.1656	0.2278	0.1761	0.0957
TYK2	na	19.846	20.2987	19.6561	20.782	22.8239	20.8789
PDE4A	na	7.1552	7.6258	7.4688	5.3761	5.6967	5.1285
ILF3	na	31.2634	32.8164	30.2879	29.1556	27.7437	26.5242
TMED1	na	25.8204	26.3061	23.4051	21.9049	19.6364	20.0438
YIPF2	na	21.4724	18.7814	21.0293	18.3318	19.3301	18.0968
LYSMD2	na	4.7989	4.8348	5.0577	5.6796	4.8902	5.4319
CARM1	na	30.2152	30.7793	29.0911	29.1689	25.5576	25.4393
SMARCA4	na	47.6938	48.9105	45.9871	44.4217	42.2884	42.6549
GNB5	na	14.5313	10.0101	15.4358	10.8668	14.8693	12.1426
LDLR	na	50.3121	50.5746	53.5771	59.0443	54.2999	54.462
KANK2	na	2.9348	2.1594	2.654	2.8744	3.218	2.8335
DOCK6	na	2.0336	2.0138	2.2473	2.4866	2.6182	2.3755
POLR2M	na	89.9273	82.2875	88.4153	84.5003	84.7747	79.0664
RAB27A	na	52.3348	45.6848	49.1896	33.8177	44.4184	34.7405
AQP9	na	14.9716	14.2625	16.8651	19.5733	20.4649	19.9082
LIPC	na	0.1071	0.1279	0.1206	0.1689	0.2932	0.2233
SLTM	na	27.8343	33.6248	29.4576	28.3831	26.2257	27.0299
RSL24D1	na	26.5666	28.1502	27.2439	26.8734	21.348	24.0715
NEDD4	na	134.2641	118.682	145.5068	135.697	151.6085	122.5721
RNF111	na	8.7937	9.5234	10.2305	12.2967	11.8375	10.9528
CCNB2	na	105.9534	98.7464	102.8971	97.0713	102.352	93.9776
MYO1E	na	2.9011	3.4299	3.3478	11.5836	11.6657	12.1887
MNS1	na	14.9008	15.3159	16.3019	9.9215	7.9315	9.6913
TCF12	na	11.9832	11.6619	12.6284	12.6115	13.6934	11.2002
ANXA2	na	153.4719	152.5808	132.5047	160.7464	173.2848	175.283
CGNL1	na	1.06	1.3312	0.9851	0.6906	0.6841	1.0129
ICE2	na	2.2916	2.7157	2.6805	2.3633	2.5622	2.27
RORA	na	0.4276	0.3622	0.4906	0.5138	0.7337	0.6233
RP9	na	111.1493	105.5408	102.5455	87.9392	91.8402	92.8681
FEM1B	na	9.7261	10.4373	10.0595	9.84	10.279	9.3889
CLN6	na	54.9855	49.2013	52.3216	52.5199	57.8451	53.4028
CALML4	na	1.3956	0.973	2.0084	1.6968	2.5588	1.911
ANP32A	na	115.2801	121.3589	116.1703	117.6148	113.1427	117.8739
IRAK1BP1	na	1.5515	1.5499	1.6054	1.8606	1.778	1.6057
GLCE	na	3.5878	3.7983	4.1648	3.241	3.3256	2.952
PHIP	na	3.8707	3.7151	4.1448	4.0994	4.1615	4.2046
KIF23	na	14.7391	16.7609	13.6394	12.9859	14.072	12.4219
LCA5	na	0.3484	0.2484	0.2463	0.5873	0.5933	0.608
SH3BGRL2	na	1.9927	1.8628	3.4029	2.3164	2.6476	2.5692
BCKDHB	na	7.9009	7.6406	8.2362	6.8538	6.3273	6.5706
ZW10	na	13.6773	15.8138	14.8229	13.621	11.3911	12.3642
TENT5A	na	5.6849	6.0222	6.8661	4.8114	6.1191	5.269
USP28	na	6.347	6.5401	6.3994	6.6724	7.581	6.5149
PAQR5	na	0.7814	0.5256	0.8174	0.4322	0.5299	0.3791
IDH3A	na	55.217	63.3585	56.3436	51.3542	40.098	47.5147
TLE3	na	10.6801	10.5273	9.8054	10.1954	10.4139	9.5721
ACSBG1	na	0.629	0.594	1.1262	0.5295	0.666	0.5778
DNAJA4	na	1.3005	0.9183	1.6009	0.9591	1.2778	1.0396
IMP3	na	153.326	144.9179	139.029	132.9211	114.0029	128.4531
THSD4	na	0.1705	0.1355	0.2148	0.0642	0.1097	0.0818
PTPN9	na	9.25	9.0047	10.2607	10.6036	11.3596	9.7549
IREB2	na	8.1829	8.2762	9.4728	9.8461	9.8679	9.1859
PKM	na	1628.9079	1594.8738	1527.2981	1605.0831	1643.5112	1664.7279
MAN2C1	na	12.8357	13.6217	13.422	12.3117	11.0079	11.3595
NEIL1	na	10.9784	8.9463	9.788	10.7109	12.1222	11.4426
COMMD4	na	87.455	93.4429	87.7823	85.0684	76.0591	82.7526
C15orf39	na	26.3798	25.8084	27.0914	23.7879	23.6623	22.5656
PSMA4	na	62.9611	71.5131	64.345	68.9169	58.4042	62.7521
FAM219B	na	5.7103	6.499	6.324	5.293	5.3732	5.5962
MPI	na	11.9637	11.9821	12.0927	11.7831	11.4126	11.4089
UBE2Q2	na	5.8412	5.3356	5.6138	5.9444	6.3437	5.9654
ULK3	na	5.6255	6.691	7.4189	6.4091	7.7179	6.9039
FBXO22	na	22.6953	23.5758	22.0537	21.7092	19.1003	19.7418
NRG4	na	3.7006	3.126	3.5209	2.3959	2.7954	2.5556
CSK	na	113.6322	107.0507	119.1461	117.8769	108.7439	114.6342
ETFA	na	37.8363	39.2059	34.7999	36.6892	34.7927	35.4807
CLK3	na	43.1064	47.4047	44.8695	41.7232	43.6809	41.4257
RCN2	na	10.6127	9.2683	9.972	12.5991	12.9235	12.0314
PSTPIP1	na	54.1959	55.2741	49.0803	55.0876	59.3366	58.7545
CYP11A1	na	134.0559	120.4518	187.8505	61.1378	71.2938	66.6486
TSPAN3	na	45.5536	40.1929	43.1862	52.3882	58.5111	53.8283
TMEM30A	na	18.2815	15.4287	20.1085	21.8702	24.0712	23.3281
HMG20A	na	13.9936	13.7579	14.9099	14.0548	19.4419	15.2137
COX7A2	na	241.8338	267.1647	238.22	237.0899	219.5663	243.1151
STOML1	na	16.2865	14.369	16.2167	15.5093	15.1739	15.2886
NPTN	na	13.459	13.6269	15.5035	15.6956	15.0919	16.9025
NEO1	na	0.3229	0.4756	0.4565	0.3624	0.3669	0.4303
MTO1	na	6.8229	7.793	7.1423	6.6951	6.2927	6.8655
CGAS	na	5.1326	7.0074	5.9017	4.9245	4.1934	4.5512
ELOVL5	na	43.1271	36.4787	40.2371	36.1891	41.7344	34.1718
GCLC	na	28.254	29.1977	29.2191	24.5958	20.5686	19.5921
LRRC1	na	5.5764	4.6028	6.0867	5.5617	7.4685	5.7591
TMED3	na	134.2106	134.0973	121.9247	105.4774	111.7715	115.5216
RASGRF1	na	0	0	0	0.2921	0.2801	0.2015
CTSH	na	6.9067	9.2294	6.6806	10.15	10.768	12.184
